what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1322716201639
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1335005330600
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1335005330601
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1335005330601
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1335005330602
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1335005330615
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1335005330615
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1335005330629
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1335005330630
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1335005330630
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1335005330630
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1335005330630
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1335005330630
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1335005330630
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1335005330630
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1335005330673
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1335005330674
started,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1335005330674
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1335005330674
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1335005330674
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1335005330674
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1335005330675
started,bundle,org.eclipse.equinox.ds,1.3.0.v20110502,"org.eclipse.equinox.ds",1335005330675
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1335005330676
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1335005330676
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1335005330676
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1335005330676
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1335005330734
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1335005330734
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1335005330745
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1335005330745
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1335005330811
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1335005330812
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1335005330838
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110502,"org.eclipse.equinox.preferences",1335005330839
started,bundle,org.eclipse.equinox.registry,3.5.100.v20110502,"org.eclipse.equinox.registry",1335005330839
started,bundle,org.eclipse.equinox.security,1.1.0.v20110502,"org.eclipse.equinox.security",1335005330839
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1335005330839
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1335005330839
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1335005330840
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1335005330840
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1335005330840
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1335005330840
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1335005330840
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1335005330840
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1335005330859
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1335005330859
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1335005330859
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1335005330859
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1335005330859
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1335005330860
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1335005330860
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1335005330860
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1335005330860
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1335005330860
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1335005330866
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1335005330866
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1335005330866
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1335005330866
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1335005330866
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1335005330866
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1335005330866
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1335005330867
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1335005330867
started,bundle,org.epic.perleditor,0.5.38,"org.epic.perleditor",1335005330867
os,sysinfo,,,"macosx",1335005330870
arch,sysinfo,,,"x86",1335005330870
ws,sysinfo,,,"cocoa",1335005330870
locale,sysinfo,,,"en_US",1335005330870
processors,sysinfo,,,"2",1335005330870
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1335005330870
java.runtime.version,sysinfo,,,"1.6.0_31-b04-415-11M3635",1335005330870
java.specification.name,sysinfo,,,"Java Platform API Specification",1335005330870
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1335005330870
java.specification.version,sysinfo,,,"1.6",1335005330870
java.vendor,sysinfo,,,"Apple Inc.",1335005330870
java.version,sysinfo,,,"1.6.0_31",1335005330870
java.vm.info,sysinfo,,,"mixed mode",1335005330870
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1335005330870
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1335005330870
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1335005330870
java.vm.specification.version,sysinfo,,,"1.0",1335005330870
java.vm.vendor,sysinfo,,,"Apple Inc.",1335005330870
java.vm.version,sysinfo,,,"20.6-b01-415",1335005330870
started,bundle,org.eclipse.emf.common,2.7.0.v20110605-0747,"org.eclipse.emf.common",1335005330980
started,bundle,org.eclipse.emf.ecore,2.7.0.v20110605-0747,"org.eclipse.emf.ecore",1335005331901
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1335005331980
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1335005332522
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1335005332525
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1335005332934
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1335005333252
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1335005333804
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1335005334584
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1335005334981
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1335005335560
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335005337362
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20110520-1406,"org.eclipse.emf.ecore.xmi",1335005337534
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335005365748
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335005393288
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335005429735
opened,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1335005429989
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1335005430136
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.edit.text.openLocalFile",1335005430162
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1335005430572
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335005593389
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1335005596711
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1335005596721
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1335005597573
opened,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1335005626474
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1335005626637
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335005626668
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1335005626772
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1335005629541
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1335005631348
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335005631632
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335005631897
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1335005633428
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335005634762
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335005804452
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335005809978
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335005815242
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335005819053
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335005822715
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335005826590
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335005830178
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335005833957
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335005837577
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335005840910
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335005844014
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335005848847
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335005852475
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335005856248
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335005862548
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335005866105
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1335006461539
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.shiftLeft",1335006477164
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335006522862
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335006523630
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335006540606
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335006546376
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335006598060
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335006606739
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335006647999
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335007154525
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335007160295
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335007244411
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335007245632
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335007277812
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335007281938
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335007742002
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335007833428
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335008661548
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335008663129
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335008860351
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335008861883
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335008880015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335008881773
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335008933151
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335008944582
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335008945789
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335009411809
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335011793772
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335011845516
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335011847851
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1335011899053
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335011899415
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335011900613
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335011981742
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335011986382
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335012009936
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335012014828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335012016967
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335012022391
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335012117296
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1335012119868
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335012120228
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335012121401
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335012150760
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335012194678
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335012227121
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335012368287
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335012377223
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335012378429
opened,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1335012429149
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1335012429367
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1335012431472
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335012433263
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1335012435190
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335012435443
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335012436399
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335012458127
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335012502308
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335012515113
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335012581322
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1335012583430
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335012583764
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335012584791
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335013206155
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335013211709
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335013234809
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335013238131
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335013254326
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335013256061
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335014862762
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335014984092
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335015000731
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335015004918
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335097695030
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335097695487
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335097700289
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335097700602
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1335097701442
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1335097701444
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1335097701444
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1335097701445
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1335097701445
