what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1349825193672
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1349825287877
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1349825290199
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349825290533
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349825290781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349825291904
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349825312147
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1349825331975
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1349825332991
closed,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1349825333070
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1349825397074
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1349825399303
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349825399726
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349825399961
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349825408227
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349825928701
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349825952315
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349825954373
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349825980441
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349826012723
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349826218376
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349826223551
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1349826456110
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1349826476119
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1349826492960
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349826493350
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349826494699
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349826498786
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1349826500956
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1349826522338
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1349826526406
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349826527127
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1349826534373
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1349826539901
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1349826542375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349826542894
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349826544255
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349826906917
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349827054694
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349827090125
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1349827391817
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349827392395
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349827395355
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349827516735
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349827612593
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1349827622104
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1349827703574
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1349827706902
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349827707251
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349827710195
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349827712110
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349828420199
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349828441265
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349828441441
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1349828454835
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1349828482387
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1349828486229
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1349828486867
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349828488777
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349829539555
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349829635873
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349851049557
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349851055075
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349851058148
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1349851058388
activated,perspective,,,"<Perl>",1350768309536
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1350768309538
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1350768309539
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1350768309560
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1350768309575
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1350768309587
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1350768309629
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1350768309649
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1350768309664
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1350768309671
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1350768309680
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1350768309698
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1350768309741
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1350768309757
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1350768309857
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1350768309872
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1350768309937
started,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1350768309937
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1350768309951
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1350768309980
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1350768309984
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1350768310004
started,bundle,org.eclipse.equinox.ds,1.3.0.v20110502,"org.eclipse.equinox.ds",1350768310014
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1350768310024
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1350768310054
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1350768310065
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1350768310096
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1350768310135
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1350768310164
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1350768310206
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1350768310237
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1350768310270
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1350768310271
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1350768310282
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110502,"org.eclipse.equinox.preferences",1350768310296
started,bundle,org.eclipse.equinox.registry,3.5.100.v20110502,"org.eclipse.equinox.registry",1350768310328
started,bundle,org.eclipse.equinox.security,1.1.0.v20110502,"org.eclipse.equinox.security",1350768310363
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1350768310371
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1350768310423
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1350768310438
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1350768310451
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1350768310490
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1350768310554
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1350768310585
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1350768310614
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1350768310656
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1350768310704
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1350768310725
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1350768310725
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1350768310830
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1350768310862
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1350768310901
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1350768310911
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1350768310950
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1350768310988
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1350768311030
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1350768311074
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1350768311105
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1350768311113
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1350768311122
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1350768311122
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1350768311262
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1350768311287
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1350768311299
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1350768311388
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1350768311446
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1350768311530
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1350768311543
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1350768311543
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1350768311584
started,bundle,org.epic.perleditor,0.5.38,"org.epic.perleditor",1350768311585
os,sysinfo,,,"macosx",1350768311591
arch,sysinfo,,,"x86",1350768311591
ws,sysinfo,,,"cocoa",1350768311591
locale,sysinfo,,,"en_US",1350768311591
processors,sysinfo,,,"2",1350768311591
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1350768311591
java.runtime.version,sysinfo,,,"1.6.0_35-b10-428-11M3811",1350768311591
java.specification.name,sysinfo,,,"Java Platform API Specification",1350768311591
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1350768311591
java.specification.version,sysinfo,,,"1.6",1350768311591
java.vendor,sysinfo,,,"Apple Inc.",1350768311591
java.version,sysinfo,,,"1.6.0_35",1350768311591
java.vm.info,sysinfo,,,"mixed mode",1350768311591
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1350768311591
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1350768311591
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1350768311591
java.vm.specification.version,sysinfo,,,"1.0",1350768311591
java.vm.vendor,sysinfo,,,"Apple Inc.",1350768311591
java.vm.version,sysinfo,,,"20.10-b01-428",1350768311591
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1350768311610
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1350768312731
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1350768312906
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1350768313036
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1350768313114
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20110520-1406,"org.eclipse.emf.ecore.xmi",1350768313545
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350768315293
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350768364769
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350768372141
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350768531890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350768536742
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350768586207
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350768586917
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350768753681
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350768755414
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350768869819
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350768871909
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350769344157
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350769346052
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350770802247
opened,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1350770806576
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1350770806765
closed,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1350770806816
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350770820853
opened,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1350770835866
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1350770835894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350770835967
opened,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1350770837726
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1350770837815
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1350770841101
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1350770842558
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1350770843182
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1350770865279
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1350770873166
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1350771110557
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1350771115906
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1350771119636
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1350771121530
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1350771130561
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1350771133520
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350771462144
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350771479144
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350771840300
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350771924900
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350772024838
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1350772037021
activated,editor,org.epic.perleditor,0.5.38,"org.epic.perleditor.editors.PerlEditor",1350772041124
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350772054499
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1350772060809
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1350772061145
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350772062537
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350772094061
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350772404507
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350772413409
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350772839868
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350772856382
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350772870197
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350772887381
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1350772941168
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1350772941438
